dcode,dname,sex,age,population,age_group,age_group_range
1011,เขตลาดกระบัง,male,26,1377,25,15 to 64 years
1023,เขตหนองแขม,female,57,1377,55,15 to 64 years
1005,เขตบางเขน,female,32,1376,30,15 to 64 years
1006,เขตบางกะปิ,female,53,1376,50,15 to 64 years
1011,เขตลาดกระบัง,male,52,1376,50,15 to 64 years
1030,เขตจตุจักร,female,34,1375,30,15 to 64 years
1021,เขตบางขุนเทียน,female,59,1375,55,15 to 64 years
1042,เขตสายไหม,male,33,1375,30,15 to 64 years
1046,เขตคลองสามวา,female,18,1373,15,15 to 64 years
1046,เขตคลองสามวา,male,17,1372,15,15 to 64 years
1040,เขตบางแค,male,57,1371,55,15 to 64 years
1032,เขตประเวศ,male,51,1371,50,15 to 64 years
1011,เขตลาดกระบัง,male,27,1371,25,15 to 64 years
1036,เขตดอนเมือง,female,55,1370,55,15 to 64 years
1023,เขตหนองแขม,female,44,1370,40,15 to 64 years
1032,เขตประเวศ,male,50,1369,50,15 to 64 years
1005,เขตบางเขน,female,63,1368,60,15 to 64 years
1040,เขตบางแค,male,42,1368,40,15 to 64 years
1006,เขตบางกะปิ,female,50,1368,50,15 to 64 years
1040,เขตบางแค,male,31,1367,30,15 to 64 years
1021,เขตบางขุนเทียน,female,36,1366,35,15 to 64 years
1032,เขตประเวศ,male,52,1366,50,15 to 64 years
1011,เขตลาดกระบัง,female,59,1366,55,15 to 64 years
1030,เขตจตุจักร,female,51,1365,50,15 to 64 years
1036,เขตดอนเมือง,female,60,1365,60,15 to 64 years
1040,เขตบางแค,male,40,1365,40,15 to 64 years
1032,เขตประเวศ,female,31,1365,30,15 to 64 years
1010,เขตมีนบุรี,female,54,1365,50,15 to 64 years
1002,เขตดุสิต,male,21,1363,20,15 to 64 years
1040,เขตบางแค,male,32,1363,30,15 to 64 years
1040,เขตบางแค,male,39,1363,35,15 to 64 years
1010,เขตมีนบุรี,female,52,1363,50,15 to 64 years
1042,เขตสายไหม,male,36,1363,35,15 to 64 years
1046,เขตคลองสามวา,male,11,1362,10,0 to 14 years
1040,เขตบางแค,male,59,1362,55,15 to 64 years
1042,เขตสายไหม,male,24,1362,20,15 to 64 years
1030,เขตจตุจักร,female,47,1361,45,15 to 64 years
1005,เขตบางเขน,male,26,1360,25,15 to 64 years
1027,เขตบึงกุ่ม,female,43,1360,40,15 to 64 years
1032,เขตประเวศ,male,37,1360,35,15 to 64 years
1005,เขตบางเขน,male,49,1359,45,15 to 64 years
1027,เขตบึงกุ่ม,female,51,1359,50,15 to 64 years
1042,เขตสายไหม,male,60,1359,60,15 to 64 years
1005,เขตบางเขน,male,38,1358,35,15 to 64 years
1021,เขตบางขุนเทียน,female,30,1358,30,15 to 64 years
1006,เขตบางกะปิ,female,54,1356,50,15 to 64 years
1036,เขตดอนเมือง,female,56,1355,55,15 to 64 years
1010,เขตมีนบุรี,female,51,1355,50,15 to 64 years
1003,เขตหนองจอก,male,39,1355,35,15 to 64 years
1046,เขตคลองสามวา,female,62,1354,60,15 to 64 years
1040,เขตบางแค,male,55,1354,55,15 to 64 years
1040,เขตบางแค,male,60,1354,60,15 to 64 years
1021,เขตบางขุนเทียน,male,49,1353,45,15 to 64 years
1032,เขตประเวศ,male,38,1353,35,15 to 64 years
1005,เขตบางเขน,female,34,1352,30,15 to 64 years
1023,เขตหนองแขม,female,53,1352,50,15 to 64 years
1046,เขตคลองสามวา,female,20,1351,20,15 to 64 years
1040,เขตบางแค,female,33,1351,30,15 to 64 years
1021,เขตบางขุนเทียน,male,26,1351,25,15 to 64 years
1036,เขตดอนเมือง,male,30,1350,30,15 to 64 years
1040,เขตบางแค,male,50,1349,50,15 to 64 years
1021,เขตบางขุนเทียน,male,27,1348,25,15 to 64 years
1011,เขตลาดกระบัง,male,44,1348,40,15 to 64 years
1030,เขตจตุจักร,male,43,1347,40,15 to 64 years
1021,เขตบางขุนเทียน,male,25,1346,25,15 to 64 years
1046,เขตคลองสามวา,male,22,1345,20,15 to 64 years
1036,เขตดอนเมือง,male,31,1345,30,15 to 64 years
1021,เขตบางขุนเทียน,male,54,1345,50,15 to 64 years
1040,เขตบางแค,male,44,1344,40,15 to 64 years
1040,เขตบางแค,male,56,1344,55,15 to 64 years
1032,เขตประเวศ,female,33,1343,30,15 to 64 years
1046,เขตคลองสามวา,male,23,1342,20,15 to 64 years
1046,เขตคลองสามวา,female,61,1340,60,15 to 64 years
1003,เขตหนองจอก,female,24,1340,20,15 to 64 years
1032,เขตประเวศ,male,48,1339,45,15 to 64 years
1003,เขตหนองจอก,male,40,1339,40,15 to 64 years
1003,เขตหนองจอก,female,17,1338,15,15 to 64 years
1005,เขตบางเขน,male,25,1337,25,15 to 64 years
1005,เขตบางเขน,male,29,1337,25,15 to 64 years
1032,เขตประเวศ,female,27,1337,25,15 to 64 years
1036,เขตดอนเมือง,female,48,1335,45,15 to 64 years
1040,เขตบางแค,male,45,1335,45,15 to 64 years
1003,เขตหนองจอก,male,56,1335,55,15 to 64 years
1021,เขตบางขุนเทียน,female,27,1333,25,15 to 64 years
1021,เขตบางขุนเทียน,male,51,1333,50,15 to 64 years
1005,เขตบางเขน,male,31,1332,30,15 to 64 years
1011,เขตลาดกระบัง,male,49,1331,45,15 to 64 years
1003,เขตหนองจอก,male,20,1331,20,15 to 64 years
1011,เขตลาดกระบัง,male,48,1330,45,15 to 64 years
1040,เขตบางแค,male,53,1329,50,15 to 64 years
1010,เขตมีนบุรี,female,53,1329,50,15 to 64 years
1023,เขตหนองแขม,female,27,1329,25,15 to 64 years
1040,เขตบางแค,male,33,1328,30,15 to 64 years
1021,เขตบางขุนเทียน,female,28,1327,25,15 to 64 years
1011,เขตลาดกระบัง,female,34,1327,30,15 to 64 years
1011,เขตลาดกระบัง,male,28,1326,25,15 to 64 years
1003,เขตหนองจอก,male,17,1326,15,15 to 64 years
1021,เขตบางขุนเทียน,female,34,1325,30,15 to 64 years
1027,เขตบึงกุ่ม,female,52,1325,50,15 to 64 years
1042,เขตสายไหม,female,24,1325,20,15 to 64 years
1003,เขตหนองจอก,male,28,1325,25,15 to 64 years
1003,เขตหนองจอก,male,24,1324,20,15 to 64 years
1011,เขตลาดกระบัง,male,30,1323,30,15 to 64 years
1011,เขตลาดกระบัง,male,32,1323,30,15 to 64 years
1005,เขตบางเขน,male,30,1322,30,15 to 64 years
1032,เขตประเวศ,female,30,1322,30,15 to 64 years
1011,เขตลาดกระบัง,female,33,1322,30,15 to 64 years
1042,เขตสายไหม,male,34,1322,30,15 to 64 years
1003,เขตหนองจอก,male,31,1322,30,15 to 64 years
1040,เขตบางแค,male,47,1321,45,15 to 64 years
1006,เขตบางกะปิ,female,49,1321,45,15 to 64 years
1011,เขตลาดกระบัง,male,37,1321,35,15 to 64 years
1005,เขตบางเขน,male,32,1320,30,15 to 64 years
1040,เขตบางแค,female,34,1320,30,15 to 64 years
1023,เขตหนองแขม,female,39,1320,35,15 to 64 years
1036,เขตดอนเมือง,male,32,1319,30,15 to 64 years
1036,เขตดอนเมือง,male,40,1319,40,15 to 64 years
1040,เขตบางแค,female,35,1319,35,15 to 64 years
1032,เขตประเวศ,female,56,1319,55,15 to 64 years
1003,เขตหนองจอก,male,16,1319,15,15 to 64 years
1036,เขตดอนเมือง,male,42,1318,40,15 to 64 years
1005,เขตบางเขน,female,26,1318,25,15 to 64 years
1021,เขตบางขุนเทียน,female,29,1318,25,15 to 64 years
1021,เขตบางขุนเทียน,female,32,1318,30,15 to 64 years
1011,เขตลาดกระบัง,male,54,1318,50,15 to 64 years
1046,เขตคลองสามวา,female,16,1317,15,15 to 64 years
1036,เขตดอนเมือง,female,49,1316,45,15 to 64 years
1027,เขตบึงกุ่ม,female,54,1316,50,15 to 64 years
1032,เขตประเวศ,female,26,1316,25,15 to 64 years
1032,เขตประเวศ,female,60,1316,60,15 to 64 years
1006,เขตบางกะปิ,female,55,1315,55,15 to 64 years
1003,เขตหนองจอก,male,30,1315,30,15 to 64 years
1032,เขตประเวศ,male,49,1314,45,15 to 64 years
1046,เขตคลองสามวา,female,23,1313,20,15 to 64 years
1040,เขตบางแค,male,52,1313,50,15 to 64 years
1006,เขตบางกะปิ,female,48,1313,45,15 to 64 years
1027,เขตบึงกุ่ม,female,50,1313,50,15 to 64 years
1046,เขตคลองสามวา,female,10,1312,10,0 to 14 years
1030,เขตจตุจักร,female,49,1311,45,15 to 64 years
1036,เขตดอนเมือง,male,39,1311,35,15 to 64 years
1023,เขตหนองแขม,female,41,1311,40,15 to 64 years
1021,เขตบางขุนเทียน,female,31,1310,30,15 to 64 years
1027,เขตบึงกุ่ม,female,48,1310,45,15 to 64 years
1032,เขตประเวศ,male,27,1310,25,15 to 64 years
1046,เขตคลองสามวา,female,19,1309,15,15 to 64 years
1030,เขตจตุจักร,female,52,1309,50,15 to 64 years
1036,เขตดอนเมือง,male,20,1309,20,15 to 64 years
1005,เขตบางเขน,female,25,1308,25,15 to 64 years
1030,เขตจตุจักร,male,42,1307,40,15 to 64 years
1006,เขตบางกะปิ,female,39,1307,35,15 to 64 years
1042,เขตสายไหม,male,22,1307,20,15 to 64 years
1046,เขตคลองสามวา,female,14,1306,10,0 to 14 years
1011,เขตลาดกระบัง,male,55,1306,55,15 to 64 years
1021,เขตบางขุนเทียน,male,39,1305,35,15 to 64 years
1010,เขตมีนบุรี,female,50,1305,50,15 to 64 years
1023,เขตหนองแขม,female,40,1305,40,15 to 64 years
1003,เขตหนองจอก,female,33,1305,30,15 to 64 years
1046,เขตคลองสามวา,male,14,1304,10,0 to 14 years
1030,เขตจตุจักร,female,48,1304,45,15 to 64 years
1036,เขตดอนเมือง,female,44,1304,40,15 to 64 years
1036,เขตดอนเมือง,male,41,1304,40,15 to 64 years
1040,เขตบางแค,male,34,1304,30,15 to 64 years
1003,เขตหนองจอก,male,19,1304,15,15 to 64 years
1003,เขตหนองจอก,female,22,1303,20,15 to 64 years
1003,เขตหนองจอก,female,38,1303,35,15 to 64 years
1027,เขตบึงกุ่ม,female,47,1302,45,15 to 64 years
1003,เขตหนองจอก,female,15,1302,15,15 to 64 years
1046,เขตคลองสามวา,female,21,1301,20,15 to 64 years
1036,เขตดอนเมือง,female,37,1301,35,15 to 64 years
1027,เขตบึงกุ่ม,female,46,1301,45,15 to 64 years
1036,เขตดอนเมือง,female,62,1300,60,15 to 64 years
1046,เขตคลองสามวา,male,13,1299,10,0 to 14 years
1030,เขตจตุจักร,female,54,1299,50,15 to 64 years
1040,เขตบางแค,male,37,1299,35,15 to 64 years
1042,เขตสายไหม,male,35,1299,35,15 to 64 years
1046,เขตคลองสามวา,female,13,1298,10,0 to 14 years
1036,เขตดอนเมือง,male,29,1298,25,15 to 64 years
1040,เขตบางแค,female,36,1298,35,15 to 64 years
1003,เขตหนองจอก,female,23,1298,20,15 to 64 years
1046,เขตคลองสามวา,male,35,1297,35,15 to 64 years
1027,เขตบึงกุ่ม,female,42,1296,40,15 to 64 years
1046,เขตคลองสามวา,female,15,1294,15,15 to 64 years
1011,เขตลาดกระบัง,female,60,1294,60,15 to 64 years
1011,เขตลาดกระบัง,male,38,1294,35,15 to 64 years
1011,เขตลาดกระบัง,female,35,1293,35,15 to 64 years
1034,เขตสวนหลวง,female,42,1293,40,15 to 64 years
